date,open,high,low,closed,vol,return,SMA_9,SMA_21,RSI
2012-10-03,59222,59483,58541,58627,4554063360,-0.0100469420147918,60115.666666666664,60057.857142857145,43.19291322655478
2012-10-04,58627,59002,58104,58458,5049572352,-0.0028826308697358,59797.666666666664,60163.80952380953,42.18806939920478
2012-10-05,58460,59440,58414,58571,5053081600,0.0019330117349207,59426.77777777778,60245.142857142855,43.14056943451683
2012-10-08,58571,59317,58169,59317,4323961856,0.0127366785610625,59295.22222222222,60292.57142857143,49.10252620377367
2012-10-09,59318,59696,58615,58939,4942926848,-0.0063725407556012,59124.22222222222,60318.04761904762,46.44508459564769
2012-10-10,58944,59319,58340,58456,4236844032,-0.0081949133850252,58926.11111111111,60272.04761904762,43.22591329841258
2012-10-11,58460,59359,58460,59161,4446273024,0.0120603530860818,58924.555555555555,60235.857142857145,48.80378884165017
2012-10-15,59164,59757,58789,59601,5099885056,0.0074373320261658,58928.0,60123.619047619046,51.975062460237545
2012-10-16,59602,60411,59484,59743,5883283456,0.0023825103605643,58985.88888888889,60011.142857142855,52.98718364047279
2012-10-17,59742,60397,59682,60087,6573536256,0.0057579967527576,59148.11111111111,59929.333333333336,55.43732819438814
2012-10-18,60087,60087,59321,59733,5590466048,-0.0058914573867892,59289.77777777778,59830.71428571428,52.41026625445012
2012-10-19,59701,59846,58782,58922,4785861632,-0.013577084693553,59328.77777777778,59700.76190476191,46.187976538185715
2012-10-22,58924,59204,58540,58700,4005842432,-0.0037676928821153,59260.22222222222,59558.52380952381,44.62612467340566
2012-10-23,58678,58678,57387,57690,5078330880,-0.017206132879046,59121.444444444445,59385.666666666664,38.283417191288166
2012-10-24,57685,57985,57158,57160,4366479360,-0.0091870341480325,58977.444444444445,59159.52380952381,35.43710263433661
2012-10-25,57160,58273,57160,57836,4913750528,0.0118264520643807,58830.22222222222,59032.619047619046,41.41956905668548
2012-10-26,57833,57833,57060,57276,4410229760,-0.0096825506604882,58571.88888888889,58880.142857142855,38.25703924022482
2012-10-29,57266,57266,56580,57176,2425205760,-0.0017459319784901,58286.666666666664,58734.28571428572,37.70342592967127
2012-10-30,57178,57763,57178,57683,2260851968,0.0088673569329789,58019.555555555555,58663.23809523809,42.26511923229104
2012-10-31,57682,57935,56929,57068,4390023680,-0.0106617200908413,57723.444444444445,58544.09523809524,38.57516056580106
2012-11-01,57065,58382,56959,58382,4824526336,0.0230251629634821,57663.444444444445,58504.09523809524,48.85029414060275
2012-11-05,58374,58374,57550,58209,4076004352,-0.0029632420951662,57608.88888888889,58484.19047619047,47.71850455691831
2012-11-06,58220,59560,58173,59458,4779409920,0.0214571629816695,57805.333333333336,58531.80952380953,55.69873847369887
2012-11-07,59460,59460,58274,58517,4523812352,-0.0158262975545763,57956.11111111111,58529.23809523809,49.56085953576777
2012-11-08,58522,59007,57420,57524,4998778368,-0.0169694276876805,57921.444444444445,58443.857142857145,44.04499227948642
2012-11-09,57516,58108,56861,57357,4845650944,-0.0029031360823308,57930.444444444445,58368.52380952381,43.17471752167792
2012-11-12,57357,57712,56987,57064,2918061312,-0.0051083564342625,57918.0,58302.23809523809,41.62087539433928
2012-11-13,57048,57529,56593,57486,4648561152,0.0073952053834291,57896.11111111111,58222.47619047619,44.70742806592569
2012-11-14,57472,57472,56038,56279,4845608448,-0.0209964165188045,57808.444444444445,58064.28571428572,38.44633000181842
2012-11-16,56276,56276,55125,55402,4867762688,-0.0155830771691038,57477.333333333336,57857.57142857143,34.64931368906936
2012-11-19,55387,56666,55387,56450,4018793472,0.0189162846106638,57281.88888888889,57684.380952380954,42.01855805250266
2012-11-21,56453,56789,55946,56242,5332737536,-0.0036846767050486,56924.555555555555,57518.142857142855,41.02964679887749
2012-11-22,56245,56642,56242,56436,2545491712,0.003449379467302,56693.333333333336,57399.76190476191,42.3914862886581
2012-11-23,56438,57574,56247,57574,3943871744,0.0201644340491884,56698.88888888889,57346.142857142855,49.72584563312178
2012-11-26,57571,57572,56501,56737,3865581312,-0.0145378122068989,56630.0,57300.76190476191,45.17071955796834
2012-11-27,56737,57419,56248,56248,4851922944,-0.008618714419162,56539.333333333336,57257.333333333336,42.709176127806835
2012-11-28,56205,56590,55685,56539,4992877056,0.0051735172806144,56434.11111111111,57195.57142857143,44.642461985452925
2012-11-29,56562,57852,56562,57852,5037060096,0.0232229080811474,56608.88888888889,57223.0,52.44079864207237
2012-11-30,57845,58030,56704,57474,7947828224,-0.0065339141257,56839.11111111111,57237.19047619047,50.24627220625301
2012-12-03,57479,58332,57479,58202,5194108416,0.0126665970699795,57033.77777777778,57261.90476190476,54.219776537845036
2012-12-04,58211,58519,57546,57563,5066296832,-0.0109790041579327,57180.555555555555,57285.47619047619,50.41391770526581
2012-12-05,57596,58126,57231,57678,5171170304,0.0019978110939318,57318.555555555555,57251.95238095238,51.07944820735772
2012-12-06,57684,57860,57128,57656,4584986112,-0.0003814279274593,57327.666666666664,57225.619047619046,50.9385956750698
2012-12-07,57656,58594,57635,58487,4178084352,0.0144130706257805,57522.11111111111,57179.380952380954,55.886824862412055
2012-12-10,58467,59248,58090,59248,4274971136,0.0130114384393114,57855.444444444445,57214.19047619047,59.8776651343242
2012-12-11,59257,59746,58950,59623,5514371584,0.0063293275722386,58198.11111111111,57314.142857142855,61.71567693202994
2012-12-12,59625,59858,59290,59474,6280094208,-0.0024990356070644,58378.333333333336,57414.95238095238,60.52918013031505
2012-12-13,59458,59968,59153,59316,5334599680,-0.0026566230621783,58583.0,57522.19047619047,59.22883168452038
2012-12-14,59319,59824,59272,59604,5707248128,0.0048553510014162,58738.77777777778,57623.04761904762,60.878623566037795
2012-12-17,59604,59914,59322,59566,4976119296,-0.0006375411046238,58961.333333333336,57779.57142857143,60.530585559041754
2012-12-18,59568,60538,59565,60460,4964908032,0.0150085619313031,59270.444444444445,58020.42857142857,65.52419798402082
2012-12-19,60460,61212,60395,60998,6629715456,0.0088984452530598,59641.77777777778,58237.0,68.136798447377
2012-12-20,60991,61276,60621,61276,4853843456,0.0045575264762778,59951.666666666664,58476.71428571428,69.42610615369307
2012-12-21,61270,61270,60221,61007,4914385408,-0.0043899732358508,60147.11111111111,58694.380952380954,66.61714736896943
2012-12-26,61002,61322,60860,60959,3649210368,-0.0007867949579556,60295.555555555555,58855.57142857143,66.10319995731012
2012-12-27,60963,61191,60232,60415,3703230208,-0.0089240309060187,60400.11111111111,59030.71428571428,60.414462234302384
2012-12-28,60415,61066,60415,60952,4299083264,0.0088885210626499,60581.88888888889,59254.71428571428,63.73242854782061
2013-01-02,60990,62886,60990,62550,5823450624,0.026217351358446,60909.22222222222,59540.95238095238,71.41157326335608
2013-01-03,62555,63472,62341,63312,5595627520,0.0121822541966427,61325.444444444445,59800.95238095238,74.2152048364099
2013-01-04,63314,63314,62414,62523,8113965056,-0.0124620924943138,61554.666666666664,60041.380952380954,66.89943776932637
2013-01-07,62523,62698,61639,61932,5591572992,-0.0094525214720982,61658.444444444445,60219.0,61.971616324483044
2013-01-08,61932,62264,61080,61127,5634229248,-0.0129981269779758,61641.88888888889,60388.71428571428,55.928527680911806
2013-01-09,61128,61811,61102,61578,5276369920,0.0073780816987583,61705.333333333336,60574.42857142857,58.37737097365165
2013-01-10,61578,61947,61156,61678,6128320512,0.0016239566078795,61785.22222222222,60765.95238095238,58.922396292053065
2013-01-11,61661,61682,61198,61497,6575114752,-0.0029345958040144,61905.444444444445,60909.28571428572,57.45588653296022
2013-01-14,61511,62284,61511,62080,5287528960,0.0094801372424671,62030.77777777778,61044.142857142855,60.83696722791384
2013-01-15,62078,62151,61694,61727,5174961664,-0.0056862113402061,61939.333333333336,61144.333333333336,57.83965106220139
2013-01-16,61725,61787,61241,61787,4223801600,0.0009720219676965,61769.88888888889,61254.47619047619,58.21646882631716
2013-01-17,61806,62309,61683,62194,5149412352,0.0065871461634323,61733.333333333336,61391.52380952381,60.77736394345893
2013-01-18,62196,62395,61822,61956,5210741248,-0.0038267356979773,61736.0,61503.52380952381,58.518715352806375
2013-01-21,61962,62051,61804,61899,2854704128,-0.0009200077474336,61821.77777777778,61614.619047619046,57.963142125431254
2013-01-22,61904,61995,61534,61692,4603848704,-0.0033441574177288,61834.444444444445,61673.28571428572,55.88801188429393
2013-01-23,61692,61969,61542,61966,4500313088,0.0044414186604422,61866.444444444445,61719.380952380954,58.02990733386886
2013-01-24,61965,62249,60838,61169,5394110464,-0.0128618920052931,61830.0,61714.28571428572,50.36873667675614
2013-01-28,61177,61312,59921,60027,5480742912,-0.0186695875361703,61601.88888888889,61667.619047619046,41.84419655949516
2013-01-29,60027,60427,59757,60406,5261429760,0.0063138254452164,61455.11111111111,61641.28571428572,45.16126993980626
2013-01-30,60404,60404,59305,59336,7059853312,-0.0177134721716385,61182.77777777778,61589.90476190476,38.48697953783516
2013-01-31,59344,59771,59114,59761,6955569664,0.0071625994337332,60912.444444444445,61533.19047619047,42.144394459977526
2013-02-01,59764,60496,59742,60351,5312094208,0.0098726594267164,60734.11111111111,61428.47619047619,46.86737561174549
2013-02-04,60350,60350,59256,59575,5021566976,-0.0128581133701181,60475.88888888889,61250.52380952381,42.00983803261424
2013-02-05,59575,59974,59132,59444,6953744896,-0.002198908938313,60226.11111111111,61103.90476190476,41.23290475723101
2013-02-06,59441,59582,58587,58951,5448044544,-0.008293519951551,59891.11111111111,60961.95238095238,38.35784286763063
2013-02-07,58936,59435,58115,58372,6265827328,-0.0098217163406897,59580.333333333336,60830.76190476191,35.24921297015155
2013-02-08,58374,58638,58024,58497,5034828800,0.0021414376755979,59410.333333333336,60684.04761904762,36.446695303015815
2013-02-13,58494,58754,58251,58405,3794300416,-0.0015727302254816,59188.0,60528.19047619047,35.92016319217986
2013-02-14,58405,58405,57750,58077,3782529536,-0.005615957537882,59048.11111111111,60365.333333333336,34.03247219720066
2013-02-15,58075,58352,57801,57903,5270926336,-0.0029960225218245,58841.666666666664,60166.42857142857,33.04050043956029
2013-02-18,57905,57929,57420,57613,3769329408,-0.0050083760772325,58537.444444444445,59970.52380952381,31.397871571925535
2013-02-19,57619,58060,57233,57314,5499099136,-0.0051898009129883,58286.22222222222,59757.52380952381,29.75533319343188
2013-02-20,57312,57568,56034,56177,6132424704,-0.0198380849356177,57923.22222222222,59471.0,24.50542692245702
2013-02-21,56152,56227,55430,56154,6474429440,-0.0004094202253591,57612.444444444445,59194.71428571428,24.411598372880476
2013-02-22,56158,56742,56106,56697,6914479104,0.0096698365209957,57426.333333333336,58947.0,31.11723447785468
2013-02-25,56697,57157,56418,56617,5887349248,-0.0014110094008501,57217.444444444445,58705.333333333336,30.685327300970954
2013-02-26,56616,57007,56047,56948,6315600384,0.0058463005810975,57055.555555555555,58466.380952380954,34.722485153418205
2013-02-27,56948,57402,56684,57273,6106004992,0.0057069607361102,56966.22222222222,58280.857142857145,38.509513315414885
2013-02-28,57273,57798,56925,57424,6380669440,0.0026364953817681,56913.0,58156.90476190476,40.24409214327685
2013-03-01,57422,57422,56525,56883,5540350976,-0.0094211479520758,56831.88888888889,57989.142857142855,36.29384644066306
2013-03-04,56877,56877,56067,56499,5039776256,-0.0067506988028057,56741.333333333336,57854.04761904762,33.760744690875995
2013-03-05,56508,57226,55950,55950,5879427072,-0.0097169861413476,56716.11111111111,57672.57142857143,30.484852920556307
2013-03-06,55953,58149,55953,57940,7263226880,0.0355674709562108,56914.555555555555,57557.76190476191,49.58200203118786
2013-03-07,57939,59472,57939,58846,7883593216,0.0156368657231618,57153.333333333336,57523.04761904762,55.56688495144121
2013-03-08,58841,59031,58128,58432,5618068992,-0.0070353125106209,57355.0,57474.857142857145,52.50007533829624
2013-03-11,58440,58546,57800,58544,4681013248,0.0019167579408543,57532.333333333336,57455.47619047619,53.25176460984044
2013-03-12,58542,58709,58112,58208,4948723712,-0.0057392730254167,57636.22222222222,57447.666666666664,50.661583513958796
2013-03-13,58204,58410,57285,57385,5921766400,-0.0141389499725124,57631.88888888889,57394.71428571428,44.9006366923571
2013-03-14,57385,57850,56722,57281,5883227136,-0.0018123202927594,57676.11111111111,57341.19047619047,44.216383997136575
2013-03-15,57274,57532,56805,56869,6650491904,-0.0071926118608264,57717.22222222222,57283.666666666664,41.51715247807751
2013-03-18,56868,57151,56139,56972,4860339712,0.001811180080536,57830.77777777778,57239.333333333336,42.46280222800688
2013-03-19,56972,57037,56099,56361,5308212224,-0.0107245664536965,57655.333333333336,57179.71428571428,38.487167955479656
2013-03-20,56360,56396,55831,56030,5600786944,-0.0058728553432337,57342.444444444445,57118.57142857143,36.493796270408495
2013-03-21,56025,56043,55382,55576,5054192640,-0.0081028020703194,57025.11111111111,57089.95238095238,33.900284544554296
2013-03-22,55576,55893,55097,55243,4529055744,-0.0059917950194328,56658.333333333336,57046.57142857143,32.09840525918142
2013-03-25,55250,55450,54647,54873,4646725632,-0.0066976811541733,56287.77777777778,56959.71428571428,30.178988831906807
2013-03-26,54878,55763,54878,55671,4191874048,0.0145426712590892,56097.333333333336,56914.666666666664,38.693816847675656
2013-03-27,55648,56177,55129,56034,4158117120,0.0065204505038529,55958.77777777778,56871.142857142855,42.149885690733996
2013-03-28,56035,56373,55873,56352,5062928384,0.0056751258164686,55901.333333333336,56827.28571428572,45.071232638135214
2013-04-01,56348,56348,55896,55902,3550232064,-0.0079855195911413,55782.444444444445,56754.80952380953,41.8505346335713
2013-04-02,55900,56257,54809,54889,4752847872,-0.0181209974598404,55618.88888888889,56659.857142857145,35.67110069180208
2013-04-03,54888,55573,54739,55562,5793782784,0.0122611087831805,55566.88888888889,56615.23809523809,41.81762279127839
2013-04-04,55562,55579,54432,54648,5180683776,-0.0164500917893524,55463.77777777778,56553.23809523809,36.69030263899003
2013-04-05,54646,55226,53794,55050,5802498048,0.0073561703996487,55442.333333333336,56415.619047619046,40.16525670259267
2013-04-08,55048,55136,54333,55092,4977190912,0.0007629427792914,55466.666666666664,56236.857142857145,40.532510550917095
2013-04-09,55100,56304,55100,55912,6878502912,0.0148841937123356,55493.444444444445,56116.857142857145,47.32968039775782
2013-04-10,55913,56975,55913,56186,7000232960,0.0049005580197452,55510.333333333336,56004.57142857143,49.41048098660494
2013-04-11,56189,56283,55173,55400,4926019584,-0.0139892499911009,55404.555555555555,55870.857142857145,44.03608263775992
2013-04-12,55398,55530,54458,54962,5653062656,-0.0079061371841154,55300.11111111111,55755.47619047619,41.33775952219462
2013-04-15,54951,54951,52949,52949,5824322048,-0.0366253047560132,55084.555555555555,55549.19047619047,31.718319468177242
2013-04-16,52952,54095,52952,53990,4761066496,0.0196604279589793,54909.88888888889,55412.09523809524,39.552168880610246
2013-04-17,53984,53984,52540,52881,8188449792,-0.0205408408964623,54713.555555555555,55217.28571428572,34.95167449704962
2013-04-18,52886,53473,52391,53165,5342694400,0.0053705489684385,54504.11111111111,55065.09523809524,36.97343323683325
2013-04-19,53168,54017,53168,53928,4640235520,0.0143515470704411,54374.77777777778,54965.0,42.17352281391633
2013-04-22,53926,54297,53419,54297,4539491328,0.0068424566088116,54195.333333333336,54904.09523809524,44.55599731827054
2013-04-23,54301,55282,54164,54884,5319739392,0.0108109103633717,54050.666666666664,54887.0,48.21137554431665
2013-04-24,54875,55546,54722,54984,6077781504,0.001822024633773,54004.444444444445,54892.28571428572,48.8302993722734
2013-04-25,54989,55543,54792,54963,5642336256,-0.0003819292885203,54004.555555555555,54858.57142857143,48.69867873676137
2013-04-26,54963,55033,54146,54252,4939927040,-0.0129359751105289,54149.333333333336,54773.71428571428,44.34081855622933
2013-04-29,54253,55335,54253,54887,5551487488,0.0117046376170464,54249.0,54703.95238095238,48.75169065151923
2013-04-30,54888,55910,54584,55910,7226853888,0.0186382932206168,54585.555555555555,54704.333333333336,54.946184392550045
2013-05-02,55918,55918,55103,55321,5762919424,-0.0105347880522267,54825.11111111111,54724.90476190476,51.11527958387922
2013-05-03,55329,56366,55329,55488,7729036288,0.0030187451419894,54998.444444444445,54721.380952380954,52.13427980647473
2013-05-06,55487,55541,54651,55429,5916298240,-0.0010632929642445,55124.22222222222,54758.57142857143,51.72406248483025
2013-05-07,55428,56450,55206,56274,5536619008,0.0152447274892204,55278.666666666664,54816.857142857145,56.948808383649876
2013-05-08,56280,56813,55804,55804,5827190784,-0.0083519920389523,55369.77777777778,54850.76190476191,53.481714432232344
2013-05-09,55804,56071,54905,55447,4978959360,-0.0063973908680381,55423.555555555555,54828.619047619046,50.94463276759316
2013-05-10,55445,55445,54831,55107,5115050496,-0.0061319818926182,55518.555555555555,54777.23809523809,48.58094312603302
2013-05-13,55105,55105,54388,54447,4393331200,-0.0119766998747889,55469.666666666664,54731.857142857145,44.28554240135351
2013-05-14,54442,55029,54326,54666,5944773120,0.0040222601796242,55331.444444444445,54717.76190476191,45.991943630536106
2013-05-15,54667,55215,54487,54936,5772150272,0.0049390846229833,55288.666666666664,54812.380952380954,48.102346194238805
2013-05-16,54943,55538,54592,54772,5896881664,-0.0029852919761176,55209.11111111111,54849.619047619046,46.90346418070648
2013-05-17,54779,55489,54779,55164,5303787520,0.0071569415029577,55179.666666666664,54958.333333333336,50.10455494342395
2013-05-20,55161,55704,54630,55700,5454019584,0.0097164817634689,55115.88888888889,55079.04761904762,54.17289829471747
2013-05-21,55698,56265,55378,56265,5267205632,0.0101436265709156,55167.11111111111,55190.333333333336,58.05531360411156
2013-05-22,56268,57098,56036,56429,6244450304,0.0029147782813472,55276.22222222222,55291.857142857145,59.13745763146116
2013-05-23,56423,56423,55379,56349,5235585536,-0.0014177107515639,55414.22222222222,55361.619047619046,58.34667872347719
2013-05-24,56349,56506,55901,56406,5986641408,0.0010115530000531,55631.88888888889,55429.333333333336,58.76971567989222
2013-05-27,56414,56562,56352,56395,1830971008,-0.0001950147147466,55824.0,55497.52380952381,58.64593038199839
2013-05-28,56399,56978,56008,56036,4877752832,-0.0063658125720365,55946.22222222222,55582.47619047619,54.60367458042824
2013-05-29,56032,56032,54634,54634,5647537152,-0.0250196302377043,55930.88888888889,55570.42857142857,42.33223837588296
2013-05-31,54632,54775,52942,53506,9752056832,-0.0206464838745104,55746.666666666664,55455.95238095238,35.432653376218695
2013-06-03,53512,53993,53143,53944,5558582272,0.0081859978320188,55551.555555555555,55390.380952380954,39.552488688491295
2013-06-04,53944,54289,53497,54017,5423474688,0.0013532552276434,55301.77777777778,55320.333333333336,40.236925377377986
2013-06-05,54019,54206,52773,52798,6237168128,-0.0225669696577003,54898.333333333336,55195.04761904762,33.429924832329746
2013-06-06,52813,52937,52244,52884,5642754048,0.0016288495776355,54513.333333333336,55033.619047619046,34.27470358109302
2013-06-07,52876,52876,51427,51618,6416934400,-0.0239391876560017,53981.333333333336,54834.28571428572,28.53420462795809
2013-06-10,51618,51835,51159,51316,4793100800,-0.0058506722461156,53417.0,54637.57142857143,27.357128984394038
2013-06-11,51314,51314,49708,49769,6086230528,-0.0301465429885415,52720.666666666664,54383.380952380954,22.2856753859255
2013-06-12,49777,50380,48746,49180,7117693440,-0.0118346762040627,52114.666666666664,54132.57142857143,20.711398808447683
2013-06-13,49178,50444,48968,50414,6178802688,0.025091500610004,51771.11111111111,53930.09523809524,31.61133396997664
2013-06-14,50415,50655,49329,49332,6031820800,-0.0214622922204149,51258.666666666664,53663.23809523809,27.979323050267297
2013-06-17,49336,50123,49074,49088,4749173760,-0.0049460796237735,50711.0,53392.57142857143,27.219807583435525
2013-06-18,49088,49550,48414,49464,5052733952,0.0076597131681876,50340.555555555555,53121.142857142855,30.35712743664874
2013-06-19,49456,49698,47838,47893,6230768128,-0.0317604722626556,49786.0,52749.380952380954,25.425520315561286
2013-06-20,47884,48214,45929,48214,9441694720,0.0067024408577454,49407.77777777778,52366.0,27.999338211446926
2013-06-21,48209,48209,46917,47056,7515129856,-0.0240179201061931,48934.444444444445,51919.666666666664,24.688953440951607
2013-06-24,47038,47038,45405,45965,6723313152,-0.0231851411084664,48511.77777777778,51425.19047619047,22.044522230520897
2013-06-25,45966,47119,45966,46893,5166213632,0.0201892744479494,48257.666666666664,50972.19047619047,29.009762929709183
2013-06-26,46903,47725,46903,47171,5109566976,0.0059283901648434,47897.333333333336,50532.95238095238,30.99873216250559
2013-06-27,47171,48053,47134,47609,4786460160,0.0092853660087766,47705.88888888889,50131.666666666664,34.130074905274654
2013-06-28,47609,47638,47058,47457,6826795008,-0.0031926736541409,47524.666666666664,49789.90476190476,33.56087995856441
2013-07-01,47457,47674,46675,47229,4468393984,-0.0048043492003286,47276.333333333336,49491.0,32.68046391158221
2013-07-02,47221,47221,44818,45228,6961885184,-0.0423680365876897,46980.22222222222,49075.95238095238,26.187469012704213
2013-07-03,45227,45826,44552,45044,5923616256,-0.0040682762890245,46628.0,48648.666666666664,25.68217509670906
2013-07-04,45046,46097,45046,45763,3455128832,0.0159621703223515,46484.333333333336,48313.666666666664,31.263457248585425
2013-07-05,45756,45756,44107,45210,5905964032,-0.0120839979896423,46400.444444444445,47948.23809523809,29.432615651625014
2013-07-08,45211,45740,44838,45075,3809222400,-0.0029860650298606,46198.444444444445,47636.666666666664,28.98634275428273
2013-07-10,45081,45955,45081,45483,4016182784,0.0090515806988353,46010.88888888889,47358.90476190476,32.3260196505137
2013-07-11,45493,46719,45493,46626,5215001600,0.0251302684519489,45901.666666666664,47209.23809523809,40.73480117568928
2013-07-12,46624,46624,45528,45533,3917819136,-0.0234418564749281,45687.88888888889,47035.57142857143,36.11373328372527
2013-07-15,45533,46839,45533,46738,3957168896,0.0264643225792282,45633.333333333336,46860.52380952381,43.69705419087312
2013-07-16,46748,47329,46416,46869,3821639168,0.0028028584877402,45815.666666666664,46743.23809523809,44.468771318630466
2013-07-17,46869,47710,46869,47407,4797068800,0.0114788026200687,46078.22222222222,46663.19047619047,47.64271903966157
2013-07-18,47404,48056,47092,47656,4567098880,0.0052523888877169,46288.555555555555,46577.09523809524,49.09296623281386
2013-07-19,47650,47650,47163,47400,3328890368,-0.0053718314587879,46531.88888888889,46553.619047619046,47.63216680899699
2013-07-22,47407,48879,47407,48574,4413995008,0.0247679324894514,46920.666666666664,46570.76190476191,54.341855743939895
2013-07-23,48579,49379,48579,48819,4339529216,0.005043850619673,47291.333333333336,46654.71428571428,55.61979370031156
2013-07-24,48815,48887,47998,48374,4286181376,-0.0091153034679121,47485.555555555555,46769.42857142857,52.7327677351078
2013-07-25,48371,49122,48006,49066,4788366336,0.0143052052755612,47878.11111111111,46872.90476190476,56.51294431822925
2013-07-26,49068,49422,48632,49422,3883720960,0.0072555333632251,48176.333333333336,46980.09523809524,58.35801059368509
2013-07-29,49414,49461,48975,49212,3192476928,-0.004249119825179,48436.666666666664,47056.42857142857,56.82637345801354
2013-07-30,49220,49669,48560,48561,5075748864,-0.0132284808583272,48564.88888888889,47109.0,52.24838535069706
2013-07-31,48558,48823,48139,48234,4962139648,-0.0067337987273737,48629.11111111111,47156.857142857145,50.06654105373809
2013-08-01,48235,49281,48235,49140,5072446976,0.0187834307749719,48822.444444444445,47343.142857142855,55.59889307838168
2013-08-02,49140,49549,48448,48474,4218798592,-0.0135531135531135,48811.333333333336,47506.47619047619,51.11555061886053
2013-08-05,48477,48707,48263,48436,3283495424,-0.0007839254033089,48768.77777777778,47633.76190476191,50.86352985965366
2013-08-06,48436,48522,47224,47421,5221059072,-0.0209554876538111,48662.88888888889,47739.04761904762,44.545849532957575
2013-08-07,47421,47665,47164,47446,4269670400,0.0005271925939984,48482.88888888889,47851.95238095238,44.727951802632205
2013-08-08,47452,49230,47452,48928,5652643840,0.0312355098427685,48428.0,48016.0,54.307027260440606
2013-08-09,48948,50000,48835,49874,6324503552,0.0193345323741007,48501.555555555555,48170.666666666664,59.171232809817525
2013-08-12,49878,51380,49878,50299,7005163008,0.0085214741147692,48694.666666666664,48397.619047619046,61.171095244677
2013-08-13,50298,50733,50040,50600,5927902720,0.0059842143979005,48957.555555555555,48581.52380952381,62.56946536394538
2013-08-14,50593,51364,50414,50895,9826644992,0.0058300395256916,49152.555555555555,48773.23809523809,63.94013044776757
2013-08-15,50880,51452,50049,50908,8589142528,0.0002554278416346,49423.0,48939.95238095238,64.00268823928977
2013-08-16,50906,51554,50800,51538,6921172992,0.0123752651842539,49767.666666666664,49124.80952380953,66.99128773985281
2013-08-19,51540,52089,51115,51574,7039586304,0.0006985137180333,50229.11111111111,49323.57142857143,67.15907526272338
2013-08-20,51561,51561,50498,50507,5677196288,-0.0206887191220382,50569.22222222222,49415.619047619046,57.78380457833586
2013-08-21,50500,51170,50055,50405,6186677248,-0.0020195220464489,50733.333333333336,49491.142857142855,56.96513495848115
2013-08-22,50408,51458,50408,51397,6445004288,0.0196805872433289,50902.555555555555,49635.09523809524,62.52584861334266
2013-08-23,51400,52197,51166,52197,5825127936,0.0155651108041325,51113.444444444445,49784.19047619047,66.30691155413896
2013-08-26,52199,52398,51429,51429,3925630976,-0.0147134892809931,51205.555555555555,49879.76190476191,60.043590542158015
2013-08-27,51425,51425,50017,50091,5481279488,-0.0260164498629178,51116.22222222222,49921.619047619046,51.0043372387812
2013-08-28,50091,50591,49530,49866,4730086912,-0.0044918248787206,51000.444444444445,49983.76190476191,49.65069978037459
2013-08-29,49866,50557,49845,49921,4454494208,0.0011029559218707,50820.77777777778,50064.09523809524,50.000024965159156
2013-08-30,49932,50480,49648,50011,7439107072,0.0018028485006309,50647.11111111111,50105.57142857143,50.603963944725685
2013-09-02,50012,51976,50012,51835,4546607104,0.0364719761652436,50794.666666666664,50265.619047619046,60.909329484179324
2013-09-03,51833,52289,51422,51625,5547951104,-0.0040513166779203,50930.22222222222,50417.47619047619,59.37349966758513
2013-09-04,51621,51829,51107,51716,4786850816,0.0017627118644067,50965.666666666664,50622.0,59.845992207583265
2013-09-05,51715,52498,51255,52351,5839852544,0.0122785984994973,50982.77777777778,50855.57142857143,63.073318254266184
2013-09-06,52353,54124,52353,53749,6123717120,0.0267043609482149,51240.555555555555,51085.142857142855,68.98377464207839
2013-09-09,53751,54531,53257,54251,7063203328,0.0093397086457422,51702.77777777778,51293.57142857143,70.79165196653705
2013-09-10,54252,54739,53769,53979,6733202432,-0.0050137324657609,52159.77777777778,51468.80952380953,68.46309735640844
2013-09-11,53982,54303,53307,53570,6417594880,-0.0075770206932325,52565.22222222222,51610.23809523809,65.00081660936556
2013-09-12,53570,53838,52945,53307,5573628928,-0.00490946425238,52931.444444444445,51725.09523809524,62.801474928562605
2013-09-13,53311,53858,52917,53797,4589714432,0.0091920385690433,53149.444444444445,51862.666666666664,65.16629741565848
2013-09-16,53799,54462,53559,53821,4505842688,0.0004461215309403,53393.444444444445,51971.380952380954,65.28271495787425
2013-09-17,53823,54271,53576,54271,4779327488,0.0083610486613032,53677.333333333336,52099.80952380953,67.47748424902696
2013-09-18,54272,55827,53981,55702,7196865536,0.0263676733430378,54049.666666666664,52347.19047619047,73.26547025607012
2013-09-19,55702,55900,54965,55095,5854216192,-0.0108972747836701,54199.22222222222,52570.52380952381,67.75699717594695
2013-09-20,55095,55242,54018,54110,4805149696,-0.0178782103639169,54183.555555555555,52699.71428571428,59.88824769690485
2013-09-23,54110,54682,54026,54602,4136856320,0.0090925891702089,54252.77777777778,52814.23809523809,62.24666394048093
2013-09-24,54600,54818,54163,54431,4906437632,-0.0031317534156257,54348.444444444445,52957.19047619047,60.90628793464246
2013-09-25,54425,54611,53967,54261,4295056896,-0.0031232202237695,54454.444444444445,53155.76190476191,59.53379033939669
2013-09-26,54262,54344,53428,53782,3947248128,-0.008827703138534,54452.77777777778,53342.23809523809,55.72349134970064
2013-09-27,53780,54131,53611,53738,4919615488,-0.0008181175858094,54443.555555555555,53524.0,55.372905261444
2013-09-30,53736,53736,52290,52338,5872676864,-0.0260523279615914,54228.77777777778,53634.80952380953,45.552514724255865
