Épocas,Neurônios,Camadas,LR,MAE
100,20,2,0.001,0.04617273683349291
20,20,3,0.001,0.04620926454663277
100,50,3,0.001,0.04659256463249525
20,20,2,0.001,0.04677813375989596
100,20,3,0.001,0.046918272972106934
50,20,2,0.001,0.04696283241113027
20,50,3,0.001,0.04761937508980433
50,20,3,0.001,0.04841152702768644
50,50,2,0.001,0.0493440143764019
50,50,3,0.001,0.04941173270344734
20,50,2,0.001,0.04984121893843015
100,50,2,0.001,0.05094661811987559
