Épocas,Neurônios,Camadas,Taxa de aprendizado (LR),MAE
100,50,3,0.001,0.04382968693971634
20,50,3,0.001,0.04400884732604027
20,20,3,0.001,0.0449225939810276
20,20,2,0.001,0.04524695376555125
100,20,3,0.001,0.045361453046401344
50,50,3,0.001,0.04556002343694369
20,50,2,0.001,0.046456776559352875
50,50,2,0.001,0.04653644313414892
50,20,2,0.001,0.04662290712197622
100,20,2,0.001,0.046738069504499435
50,20,3,0.001,0.04692781716585159
100,50,2,0.001,0.047352091719706856
