Épocas,Neurônios,Camadas,LR,MAE
20,50,3,0.001,0.04626547421018282
50,20,2,0.001,0.04674453288316727
20,50,2,0.001,0.046838339418172836
100,50,3,0.001,0.04704170053203901
20,20,3,0.001,0.0470504475136598
100,20,2,0.001,0.04724625498056412
50,20,3,0.001,0.04728862394889196
100,20,3,0.001,0.0473053865134716
100,50,2,0.001,0.04793016488353411
50,50,3,0.001,0.04809057836731275
20,20,2,0.001,0.04977613935867945
50,50,2,0.001,0.05030838151772817
