Épocas,Neurônios,Camadas,Taxa de aprendizado (LR),MAE
50,50,2,0.001,0.031952664256095886
100,50,2,0.001,0.04250948876142502
50,20,2,0.001,0.04451465606689453
50,50,3,0.001,0.051747921854257584
100,20,2,0.001,0.062256778279940285
100,20,3,0.001,0.06681912702818711
100,50,3,0.001,0.06810826187332471
20,20,2,0.001,0.07044460438191891
50,20,3,0.001,0.07835002926488717
20,50,3,0.001,0.08618567014733951
20,50,2,0.001,0.0960421646013856
20,20,3,0.001,0.10077174132068951
