Épocas,Neurônios,Camadas,LR,MAE
20,20,2,0.001,0.04473165050148964
20,20,3,0.001,0.04668598001201948
50,20,2,0.001,0.04803091287612915
100,50,2,0.001,0.04860510056217512
20,50,2,0.001,0.050730857998132706
50,50,2,0.001,0.05078623195489248
50,50,3,0.001,0.052429985255002975
50,20,3,0.001,0.0530076635380586
100,50,3,0.001,0.05707260345419248
100,20,2,0.001,0.05810899784167608
20,50,3,0.001,0.058506079018116
100,20,3,0.001,0.07974932715296745
