Épocas,Neurônios,Camadas,Taxa de aprendizado (LR),MAE
50,50,3,0.001,0.04201559101541837
50,20,3,0.001,0.04260587443908056
20,50,3,0.001,0.04299857094883919
50,50,2,0.001,0.0435403510928154
20,20,3,0.001,0.043585250775019325
20,50,2,0.001,0.04500783607363701
50,20,2,0.001,0.04526906336347262
20,20,2,0.001,0.045338926215966545
100,50,3,0.001,0.04537292197346687
100,20,2,0.001,0.04586399719119072
100,50,2,0.001,0.048266505201657615
100,20,3,0.001,0.04964157442251841
