Épocas,Neurônios,Camadas,LR,MAE
20,20,3,0.001,0.043021934727827706
50,20,2,0.001,0.044925409058729805
50,20,3,0.001,0.045933838933706284
20,50,2,0.001,0.0491156280040741
50,50,3,0.001,0.04948506380120913
20,20,2,0.001,0.04991277058919271
20,50,3,0.001,0.05055865397055944
50,50,2,0.001,0.05167059848705927
100,50,3,0.001,0.052651630093654
100,20,2,0.001,0.05298419172565142
100,50,2,0.001,0.05507527540127436
100,20,3,0.001,0.05792645116647085
