Épocas,Neurônios,Camadas,Taxa de aprendizado (LR),MSE
50,50,3,0.001,0.003222472577666243
20,50,3,0.001,0.0032362412506093583
50,20,3,0.001,0.0033995696188261113
20,50,2,0.001,0.00341424827153484
50,50,2,0.001,0.0034629136013487973
50,20,2,0.001,0.003513473396499952
20,20,3,0.001,0.003522818364823858
100,50,2,0.001,0.003718885981167356
20,20,2,0.001,0.0037490262960394225
100,20,2,0.001,0.0038767109314600625
100,20,3,0.001,0.0039889703039079905
100,50,3,0.001,0.004242980697502692
